GPSLatitude,GPSLongitude,GPSDateTime,File,V1,V2,V3,V4,V5,V6
34.6495027777778,135.502975,2018:09:10 22:55:40Z,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C76792F_IMG_0246.jpg,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C76792F,2018/09/11 7:58:31,台風21号情報収集用,FW: [FreeMail]新今宮, From: tadakazu1972@gmail.comSent: Monday September 10 2018 10:57:13 PM (UTC+00:00) Monrovia ReykjavikTo: 台風21号情報収集用Subject: [FreeMail]新今宮新今宮駅、無事 iPhoneから送信,IMG_0246.jpg
34.6529222222222,135.492172222222,2018:09:10 23:03:56Z,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767930_IMG_0247.jpg,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767930,2018/09/11 8:05:58,台風21号情報収集用,FW: [FreeMail]今宮, From: tadakazu1972@gmail.comSent: Monday September 10 2018 11:04:41 PM (UTC+00:00) Monrovia ReykjavikTo: 台風21号情報収集用Subject: [FreeMail]今宮電車の中 iPhoneから送信,IMG_0247.jpg
34.6591861111111,135.488708333333,2018:09:10 23:05:48Z,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767931_IMG_0248.jpg,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767931,2018/09/11 8:06:56,台風21号情報収集用,FW: [FreeMail]芦原橋, From: tadakazu1972@gmail.comSent: Monday September 10 2018 11:06:28 PM (UTC+00:00) Monrovia ReykjavikTo: 台風21号情報収集用Subject: [FreeMail]芦原橋芦原橋、通過 iPhoneから送信,IMG_0248.jpg
34.6668694444444,135.476502777778,2018:09:10 23:08:18Z,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767932_IMG_0249.jpg,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767932,2018/09/11 8:10:30,台風21号情報収集用,FW: [FreeMail]大正, From: tadakazu1972@gmail.comSent: Monday September 10 2018 11:09:23 PM (UTC+00:00) Monrovia ReykjavikTo: 台風21号情報収集用Subject: [FreeMail]大正大阪ドーム、被害なし iPhoneから送信,IMG_0249.jpg
34.6691805555556,135.462783333333,2018:09:10 23:09:47Z,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767933_IMG_0250.jpg,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767933,2018/09/11 8:11:30,台風21号情報収集用,FW: [FreeMail]弁天町, From: tadakazu1972@gmail.comSent: Monday September 10 2018 11:10:54 PM (UTC+00:00) Monrovia ReykjavikTo: 台風21号情報収集用Subject: [FreeMail]弁天町弁天町駅、人が多い iPhoneから送信,IMG_0250.jpg
34.6825472222222,135.466125,2018:09:10 23:13:05Z,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767934_IMG_0251.jpg,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767934,2018/09/11 8:14:30,台風21号情報収集用,FW: [FreeMail]西九条, From: tadakazu1972@gmail.comSent: Monday September 10 2018 11:13:52 PM (UTC+00:00) Monrovia ReykjavikTo: 台風21号情報収集用Subject: [FreeMail]西九条西九条、電車内 iPhoneから送信,IMG_0251.jpg
34.7034611111111,135.495194444444,2018:09:10 23:23:13Z,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767935_IMG_0253.jpg,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767935,2018/09/11 8:24:31,台風21号情報収集用,FW: [FreeMail]大阪駅, From: tadakazu1972@gmail.comSent: Monday September 10 2018 11:23:53 PM (UTC+00:00) Monrovia ReykjavikTo: 台風21号情報収集用Subject: [FreeMail]大阪駅大阪駅、通常 iPhoneから送信,IMG_0253.jpg
34.6979861111111,135.500886111111,2018:09:10 23:35:03Z,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767936_IMG_0254.jpg,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767936,2018/09/11 8:36:34,台風21号情報収集用,FW: [FreeMail]梅田, From: tadakazu1972@gmail.comSent: Monday September 10 2018 11:35:52 PM (UTC+00:00) Monrovia ReykjavikTo: 台風21号情報収集用Subject: [FreeMail]梅田梅田新道、ビル無事 iPhoneから送信,IMG_0254.jpg
34.6965916666667,135.501402777778,2018:09:10 23:38:45Z,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767937_IMG_0255.jpg,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767937,2018/09/11 8:41:03,台風21号情報収集用,FW: [FreeMail]梅新南, From: tadakazu1972@gmail.comSent: Monday September 10 2018 11:39:45 PM (UTC+00:00) Monrovia ReykjavikTo: 台風21号情報収集用Subject: [FreeMail]梅新南梅新南、滋賀銀行ビル無事 iPhoneから送信,IMG_0255.jpg
34.6950083333333,135.5011,2018:09:10 23:40:35Z,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767938_IMG_0257.jpg,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767938,2018/09/11 8:42:30,台風21号情報収集用,FW: [FreeMail]大江橋北詰, From: tadakazu1972@gmail.comSent: Monday September 10 2018 11:41:24 PM (UTC+00:00) Monrovia ReykjavikTo: 台風21号情報収集用Subject: [FreeMail]大江橋北詰大江橋北詰、阪神高速無事 iPhoneから送信,IMG_0257.jpg
34.6948277777778,135.501236111111,2018:09:10 23:41:43Z,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767939_IMG_0259.jpg,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C767939,2018/09/11 8:44:01,台風21号情報収集用,FW: [FreeMail]日本銀行, From: tadakazu1972@gmail.comSent: Monday September 10 2018 11:42:41 PM (UTC+00:00) Monrovia ReykjavikTo: 台風21号情報収集用Subject: [FreeMail]日本銀行大江橋南詰、通常 iPhoneから送信,IMG_0259.jpg
34.6939166666667,135.50145,2018:09:10 23:43:32Z,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C76793A_IMG_0261.jpg,EF000000DDC129CAE7A1014FB12CAB6820F4FFD2060001000000020000008B8D6B03020000008C76793A,2018/09/11 8:49:30,台風21号情報収集用,FW: [FreeMail]淀屋橋, From: tadakazu1972@gmail.comSent: Monday September 10 2018 11:48:32 PM (UTC+00:00) Monrovia ReykjavikTo: 台風21号情報収集用Subject: [FreeMail]淀屋橋大阪市役所、平常 iPhoneから送信,IMG_0261.jpg
